productName,quantity,productDescription,materialType,weight,price
Drill H,431,A high-quality drill designed for durability and efficiency.,Glass,63.95,484.92
Saw I,164,A high-quality saw designed for durability and efficiency.,Composite,47.9,71.5
Pliers J,131,A high-quality pliers designed for durability and efficiency.,Metal,13.15,125.03
Tape Measure K,443,A high-quality tape designed for durability and efficiency.,Metal,8.39,256.88
Screwdriver L,83,A high-quality screwdriver designed for durability and efficiency.,Plastic,42.72,64.75
Nut M,187,A high-quality nut designed for durability and efficiency.,Metal,66.25,257.39
Washer N,216,A high-quality washer designed for durability and efficiency.,Wood,86.45,13.24
Chisel O,93,A high-quality chisel designed for durability and efficiency.,Composite,62.03,121.88
Clamp P,295,A high-quality clamp designed for durability and efficiency.,Metal,78.35,345.07
Level Q,486,A high-quality level designed for durability and efficiency.,Wood,1.66,498.2
Sandpaper R,259,A high-quality sandpaper designed for durability and efficiency.,Fabric,18.56,31.43
Wire Cutter S,254,A high-quality wire designed for durability and efficiency.,Wood,74.88,157.79
Socket T,144,A high-quality socket designed for durability and efficiency.,Glass,78.2,498.48
Drill Bit U,229,A high-quality drill designed for durability and efficiency.,Glass,40.21,61.34
Grinder V,48,A high-quality grinder designed for durability and efficiency.,Fabric,6.63,149.23
Screw W,369,A high-quality screw designed for durability and efficiency.,Metal,67.37,167.57
Bolt X,92,A high-quality bolt designed for durability and efficiency.,Plastic,92.16,348.63
Nail Y,69,A high-quality nail designed for durability and efficiency.,Composite,80.03,322.84
Hammer Z,319,A high-quality hammer designed for durability and efficiency.,Ceramic,79.32,346.13
Wrench A,303,A high-quality wrench designed for durability and efficiency.,Wood,75.79,275.29
Drill B,211,A high-quality drill designed for durability and efficiency.,Plastic,78.81,482.67
Saw C,368,A high-quality saw designed for durability and efficiency.,Plastic,40.43,93.1
Pliers D,10,A high-quality pliers designed for durability and efficiency.,Fabric,43.63,8.16
Tape Measure E,189,A high-quality tape designed for durability and efficiency.,Ceramic,93.7,190.22
Screwdriver F,438,A high-quality screwdriver designed for durability and efficiency.,Ceramic,91.72,436.55
Nut G,8,A high-quality nut designed for durability and efficiency.,Ceramic,99.68,462.3
Washer H,196,A high-quality washer designed for durability and efficiency.,Ceramic,70.05,36.46
Chisel I,489,A high-quality chisel designed for durability and efficiency.,Ceramic,44.41,196.66
Clamp J,37,A high-quality clamp designed for durability and efficiency.,Plastic,17.92,312.45
Level K,257,A high-quality level designed for durability and efficiency.,Fabric,29.21,236.1
Sandpaper L,150,A high-quality sandpaper designed for durability and efficiency.,Fabric,69.13,236.96
Wire Cutter M,84,A high-quality wire designed for durability and efficiency.,Wood,5.92,43.67
Socket N,140,A high-quality socket designed for durability and efficiency.,Fabric,1.84,140.85
Drill Bit O,154,A high-quality drill designed for durability and efficiency.,Wood,96.57,146.87
Grinder P,283,A high-quality grinder designed for durability and efficiency.,Wood,64.73,183.5
Screw Q,256,A high-quality screw designed for durability and efficiency.,Fabric,54.17,135.51
Bolt R,399,A high-quality bolt designed for durability and efficiency.,Metal,2.57,405.08
Nail S,297,A high-quality nail designed for durability and efficiency.,Glass,73.79,459.32
Hammer T,330,A high-quality hammer designed for durability and efficiency.,Plastic,6.62,438.57
Wrench U,197,A high-quality wrench designed for durability and efficiency.,Metal,85.48,72.98
Drill V,176,A high-quality drill designed for durability and efficiency.,Ceramic,76.32,487.23
Saw W,55,A high-quality saw designed for durability and efficiency.,Composite,36.39,173.64
Pliers X,412,A high-quality pliers designed for durability and efficiency.,Fabric,55.22,103.06
Tape Measure Y,315,A high-quality tape designed for durability and efficiency.,Metal,16.72,247.35
Screwdriver Z,302,A high-quality screwdriver designed for durability and efficiency.,Composite,4.95,187.97
Nut A,6,A high-quality nut designed for durability and efficiency.,Plastic,91.07,217.18
Washer B,31,A high-quality washer designed for durability and efficiency.,Fabric,66.95,195.12
Chisel C,414,A high-quality chisel designed for durability and efficiency.,Wood,92.63,348.83
Clamp D,252,A high-quality clamp designed for durability and efficiency.,Plastic,79.2,161.39
Level E,17,A high-quality level designed for durability and efficiency.,Plastic,78.14,151.02
Sandpaper F,436,A high-quality sandpaper designed for durability and efficiency.,Plastic,4.48,215.01
Wire Cutter G,337,A high-quality wire designed for durability and efficiency.,Fabric,83.98,237.03
Socket H,475,A high-quality socket designed for durability and efficiency.,Ceramic,63.79,76.28
Drill Bit I,356,A high-quality drill designed for durability and efficiency.,Composite,84.77,128.12
Grinder J,474,A high-quality grinder designed for durability and efficiency.,Fabric,17.54,170.05
Screw K,117,A high-quality screw designed for durability and efficiency.,Metal,32.19,223.76
Bolt L,291,A high-quality bolt designed for durability and efficiency.,Composite,2.13,313.06
Nail M,427,A high-quality nail designed for durability and efficiency.,Fabric,19.75,64.91
Hammer N,137,A high-quality hammer designed for durability and efficiency.,Fabric,57.01,67.89
Wrench O,360,A high-quality wrench designed for durability and efficiency.,Glass,4.05,264.12
Drill P,482,A high-quality drill designed for durability and efficiency.,Plastic,15.21,68.59
Saw Q,103,A high-quality saw designed for durability and efficiency.,Ceramic,40.63,63.32
Pliers R,318,A high-quality pliers designed for durability and efficiency.,Fabric,31.07,101.67
Tape Measure S,396,A high-quality tape designed for durability and efficiency.,Wood,94.93,322.17
Screwdriver T,257,A high-quality screwdriver designed for durability and efficiency.,Ceramic,75.61,207.51
Nut U,284,A high-quality nut designed for durability and efficiency.,Glass,98.53,409.31
Washer V,68,A high-quality washer designed for durability and efficiency.,Plastic,26.79,363.39
Chisel W,441,A high-quality chisel designed for durability and efficiency.,Glass,97.21,269.83
Clamp X,9,A high-quality clamp designed for durability and efficiency.,Metal,91.87,204.87
Level Y,58,A high-quality level designed for durability and efficiency.,Ceramic,61.86,275.31
Sandpaper Z,31,A high-quality sandpaper designed for durability and efficiency.,Metal,15.42,236.19
Wire Cutter A,260,A high-quality wire designed for durability and efficiency.,Plastic,34.95,266.45
Socket B,436,A high-quality socket designed for durability and efficiency.,Ceramic,33.87,420.72
Drill Bit C,4,A high-quality drill designed for durability and efficiency.,Fabric,9.73,451.81
Grinder D,322,A high-quality grinder designed for durability and efficiency.,Metal,11.66,491.59
Screw E,60,A high-quality screw designed for durability and efficiency.,Wood,89.28,136.52
Bolt F,126,A high-quality bolt designed for durability and efficiency.,Ceramic,7.7,324.89
Nail G,104,A high-quality nail designed for durability and efficiency.,Composite,14.72,434.73
Hammer H,116,A high-quality hammer designed for durability and efficiency.,Composite,19.76,197.02
Wrench I,248,A high-quality wrench designed for durability and efficiency.,Plastic,41.97,180.09
Drill J,114,A high-quality drill designed for durability and efficiency.,Composite,35.12,61.75
Saw K,93,A high-quality saw designed for durability and efficiency.,Metal,84.61,252.83
Pliers L,395,A high-quality pliers designed for durability and efficiency.,Ceramic,9.42,248.91
Tape Measure M,460,A high-quality tape designed for durability and efficiency.,Wood,83.52,140.28
Screwdriver N,43,A high-quality screwdriver designed for durability and efficiency.,Glass,97.76,110.54
Nut O,154,A high-quality nut designed for durability and efficiency.,Composite,42.96,20.09
Washer P,5,A high-quality washer designed for durability and efficiency.,Plastic,37.54,420.09
Chisel Q,226,A high-quality chisel designed for durability and efficiency.,Fabric,25.45,481.74
Clamp R,393,A high-quality clamp designed for durability and efficiency.,Plastic,49.51,401.63
Level S,408,A high-quality level designed for durability and efficiency.,Ceramic,87.42,479.06
Sandpaper T,11,A high-quality sandpaper designed for durability and efficiency.,Fabric,56.84,195.02
Wire Cutter U,370,A high-quality wire designed for durability and efficiency.,Fabric,89.41,48.32
Socket V,394,A high-quality socket designed for durability and efficiency.,Plastic,9.5,194.24
Drill Bit W,253,A high-quality drill designed for durability and efficiency.,Metal,11.19,215.94
Grinder X,477,A high-quality grinder designed for durability and efficiency.,Glass,11.39,21.41
Screw Y,447,A high-quality screw designed for durability and efficiency.,Metal,48.19,294.66
Bolt Z,393,A high-quality bolt designed for durability and efficiency.,Composite,77.73,318.95
Nail A,213,A high-quality nail designed for durability and efficiency.,Metal,71.34,157.25
Hammer B,358,A high-quality hammer designed for durability and efficiency.,Metal,55.09,222.34
Wrench C,230,A high-quality wrench designed for durability and efficiency.,Composite,27.14,280.45
Drill D,351,A high-quality drill designed for durability and efficiency.,Plastic,77.32,493.22
Saw E,447,A high-quality saw designed for durability and efficiency.,Metal,4.41,8.8
Pliers F,65,A high-quality pliers designed for durability and efficiency.,Metal,57.56,5.06
Tape Measure G,465,A high-quality tape designed for durability and efficiency.,Composite,86.91,150.53
Screwdriver H,418,A high-quality screwdriver designed for durability and efficiency.,Metal,43.56,336.2
Nut I,83,A high-quality nut designed for durability and efficiency.,Wood,30.8,375.62
Washer J,383,A high-quality washer designed for durability and efficiency.,Glass,38.99,187.61
Chisel K,24,A high-quality chisel designed for durability and efficiency.,Composite,77.82,434.75
Clamp L,298,A high-quality clamp designed for durability and efficiency.,Plastic,81.88,116.97
Level M,487,A high-quality level designed for durability and efficiency.,Composite,76.69,174.28
Sandpaper N,415,A high-quality sandpaper designed for durability and efficiency.,Composite,28.42,357.03
Wire Cutter O,178,A high-quality wire designed for durability and efficiency.,Glass,5.98,47.24
Socket P,325,A high-quality socket designed for durability and efficiency.,Metal,94.27,402.93
Drill Bit Q,203,A high-quality drill designed for durability and efficiency.,Metal,20.4,396.87
Grinder R,20,A high-quality grinder designed for durability and efficiency.,Ceramic,97.08,175.85
Screw S,337,A high-quality screw designed for durability and efficiency.,Metal,14.1,381.91
Bolt T,492,A high-quality bolt designed for durability and efficiency.,Metal,8.16,236.98
Nail U,274,A high-quality nail designed for durability and efficiency.,Fabric,29.07,136.45
Hammer V,310,A high-quality hammer designed for durability and efficiency.,Ceramic,22.22,33.51
Wrench W,7,A high-quality wrench designed for durability and efficiency.,Plastic,16.67,321.69
Drill X,460,A high-quality drill designed for durability and efficiency.,Metal,95.29,478.66
Saw Y,187,A high-quality saw designed for durability and efficiency.,Composite,33.11,363.74
Pliers Z,223,A high-quality pliers designed for durability and efficiency.,Glass,60.32,374.87
Tape Measure A,359,A high-quality tape designed for durability and efficiency.,Composite,99.18,216.49
Screwdriver B,84,A high-quality screwdriver designed for durability and efficiency.,Glass,77.47,261.41
Nut C,334,A high-quality nut designed for durability and efficiency.,Plastic,88.93,9.78
Washer D,154,A high-quality washer designed for durability and efficiency.,Composite,68.82,371.82
Chisel E,273,A high-quality chisel designed for durability and efficiency.,Composite,67.63,497.38
Clamp F,488,A high-quality clamp designed for durability and efficiency.,Glass,18.99,131.9
Level G,230,A high-quality level designed for durability and efficiency.,Fabric,5.17,445.71
Sandpaper H,495,A high-quality sandpaper designed for durability and efficiency.,Composite,27.39,325.1
